p_1 | ... | p_N | ID | Cost | in Simplex numb. | Operation
0.9700	-0.9708	153.0000	0.0303	41.0000	1.0000	
0.9701	-0.9709	154.0000	0.0183	1.0000	32.0000	
0.9699	-0.9709	155.0000	0.0304	42.0000	-1.0000	
0.9699	-0.9709	156.0000	0.0230	42.0000	-2.0000	
0.9704	-0.9708	157.0000	0.0269	42.0000	1.0000	
0.9701	-0.9709	158.0000	0.0156	2.0000	32.0000	
0.9702	-0.9708	159.0000	0.0260	43.0000	-1.0000	
0.9702	-0.9708	160.0000	0.0230	43.0000	-2.0000	
0.9699	-0.9710	161.0000	0.0281	43.0000	1.0000	
0.9702	-0.9708	162.0000	0.0335	2.0000	32.0000	
0.9701	-0.9709	163.0000	0.0305	2.0000	4.0000	
0.9701	-0.9708	164.0000	0.0298	2.0000	4.0000	
0.9701	-0.9708	165.0000	0.0247	44.0000	1.0000	
0.9701	-0.9709	166.0000	0.0156	45.0000	-1.0000	
0.9701	-0.9709	167.0000	0.0156	45.0000	-2.0000	
0.9700	-0.9709	168.0000	0.0311	45.0000	1.0000	
0.9701	-0.9709	169.0000	0.0150	1.0000	32.0000	
0.9701	-0.9709	170.0000	0.0258	46.0000	1.0000	
0.9701	-0.9709	171.0000	0.0261	2.0000	32.0000	
0.9701	-0.9709	172.0000	0.0170	2.0000	4.0000	
0.9701	-0.9709	173.0000	0.0160	2.0000	4.0000	
0.9702	-0.9708	174.0000	0.0262	47.0000	1.0000	
0.9701	-0.9709	175.0000	0.0245	1.0000	32.0000	
0.9701	-0.9709	176.0000	0.0208	1.0000	4.0000	
0.9701	-0.9709	177.0000	0.0156	1.0000	4.0000	
0.9701	-0.9709	178.0000	0.0274	48.0000	-1.0000	
0.9701	-0.9709	179.0000	0.0212	48.0000	-2.0000	
